directorid,name,rate,gross,num,fname,lname
168981,"Makhmalbaf, Mohsen",6.8,273967.0,1,Mohsen,Makhmalbaf
168983,"Makhmalbaf, Samira",7.1,116758.0,1,Samira,Makhmalbaf
169006,"Makin, Kelly",17.1,41204279.0,3,Kelly,Makin
169147,"Malaparte, Curzio",7.3,0.0,1,Curzio,Malaparte
169349,"Malick, Terrence",23.4,85046749.0,3,Terrence,Malick
169493,"Malle, Louis",28.8,14480591.0,4,Louis,Malle
169545,"Mallon, Jim",7.3,1004821.0,1,Jim,Mallon
169615,"Malmuth, Bruce",6.3,2525360.0,1,Bruce,Malmuth
169658,"Malone, Mark (I)",5.7,377108.0,1,Mark,Malone
169676,"Malone, William (I)",5.4,40846082.0,1,William,Malone
169820,"Mamet, David",14.0,13110786.0,2,David,Mamet
169827,"Mamin, Yuri",6.9,255088.0,1,Yuri,Mamin
169847,"Mamoulian, Rouben",7.5,0.0,1,Rouben,Mamoulian
169943,"Manchevski, Milcho",7.8,763847.0,1,Milcho,Manchevski
170040,"Mandel, Robert (I)",12.1,35302744.0,2,Robert,Mandel
170094,"Mandoki, Luis",12.0,168901975.0,2,Luis,Mandoki
170235,"Mangold, James",21.0,113022422.0,3,James,Mangold
170350,"Mankiewicz, Joseph L.",30.9,614677.0,4,Joseph,Mankiewicz
170389,"Mann, Anthony (I)",35.7,0.0,5,Anthony,Mann
170409,"Mann, Delbert (I)",7.7,0.0,1,Delbert,Mann
170415,"Mann, Farhad",2.3,2200664.0,1,Farhad,Mann
170452,"Mann, Michael (I)",23.9,310195768.0,3,Michael,Mann
170779,"Mantello, Joe",6.6,2874242.0,1,Joe,Mantello
171117,"Marcarelli, Robert",3.3,12610552.0,1,Robert,Marcarelli
171422,"Marcus, Mitch",4.7,0.0,1,Mitch,Marcus
171660,"Mariage, Benoît",6.7,5518.0,1,Benot,Mariage
171761,"Marin, Edwin L.",14.0,0.0,2,Edwin,Marin
172086,"Markle, Fletcher",7.1,0.0,1,Fletcher,Markle
172161,"Marks, Arthur",6.2,2054.0,1,Arthur,Marks
172213,"Marks, Ross Kagan",5.4,0.0,1,Ross,Marks
172331,"Marois, Jean-Pierre",3.5,0.0,1,Jean Pierre,Marois
172392,"Marquand, Richard",14.8,515606177.0,2,Richard,Marquand
172663,"Marsden, Joel B.",5.1,0.0,1,Joel,Marsden
172775,"Marshall, Frank (I)",18.0,241889898.0,3,Frank,Marshall
172779,"Marshall, Garry",43.5,753828516.0,8,Garry,Marshall
172781,"Marshall, George (I)",12.5,0.0,2,George,Marshall
172841,"Marshall, Penny (I)",38.2,372537373.0,6,Penny,Marshall
173120,"Martin, Darnell",6.2,1777020.0,1,Darnell,Martin
173285,"Martin, Lionel C.",4.7,13960203.0,1,Lionel,Martin
173309,"Martin, Michael (V)",3.4,10305534.0,1,Michael,Martin
173364,"Martin, Richard (I)",4.1,10215386.0,1,Richard,Martin
173483,"Martineau, Jacques (I)",6.5,13936.0,1,Jacques,Martineau
173766,"Martino, Sergio",6.4,0.0,1,Sergio,Martino
173879,"Marton, Andrew (I)",7.7,50000000.0,1,Andrew,Marton
173999,"Martín, Eugenio (I)",6.4,0.0,1,Eugenio,Martn
174862,"Masson, Laetitia",6.8,0.0,1,Laetitia,Masson
174935,"Masterson, Peter (I)",7.4,7218340.0,1,Peter,Masterson
175013,"Masuda, Toshio (I)",7.4,14500000.0,1,Toshio,Masuda
175281,"Mathias, Sean",7.1,372341.0,1,Sean,Mathias
175733,"Matthau, Charles",6.5,493007.0,1,Charles,Matthau
175792,"Matthews, Jon (IV)",6.6,1027119.0,1,Jon,Matthews
175884,"Mattinson, Burny",7.1,38625550.0,1,Burny,Mattinson
175895,"Mattison, Sally",3.3,1242995.0,1,Sally,Mattison
176471,"Maybury, John",6.5,343023.0,1,John,Maybury
176503,"Mayer, Henry 'Hy'",0.0,0.0,1,Henry,Mayer
176516,"Mayer, Max (I)",4.8,1432.0,1,Max,Mayer
176568,"Mayfield, Les",22.3,353615687.0,4,Les,Mayfield
176634,"Mayo, Archie",6.9,0.0,1,Archie,Mayo
176692,"Mayron, Melanie",5.2,9574155.0,1,Melanie,Mayron
176771,"Mazin, Craig",5.6,12996.0,1,Craig,Mazin
176822,"Mazursky, Paul",5.6,2104000.0,1,Paul,Mazursky
177028,"McAnuff, Des",10.1,27161673.0,2,Des,McAnuff
177106,"McBride, Jim (I)",5.5,19910002.0,1,Jim,McBride
177253,"McCanlies, Tim",6.5,565592.0,1,Tim,McCanlies
177288,"McCarey, Leo",29.5,0.0,4,Leo,McCarey
177420,"McCartney, Paul",7.5,0.0,1,Paul,McCartney
177716,"McCormick, Bret (I)",4.1,0.0,1,Bret,McCormick
177892,"McCulloch, Bruce",9.5,30871074.0,2,Bruce,McCulloch
177966,"McCutcheon, Wallace",0.0,0.0,1,Wallace,McCutcheon
178066,"McDonald, Bruce (I)",7.1,17012.0,1,Bruce,McDonald
178312,"McEveety, Bernard (II)",12.4,0.0,2,Bernard,McEveety
178314,"McEveety, Vincent",26.5,46000000.0,5,Vincent,McEveety
178409,"McGann, William C.",6.2,0.0,1,William,McGann
178478,"McGehee, Scott",6.5,102780.0,1,Scott,McGehee
178655,"McGrath, Douglas",6.7,37801883.0,1,Douglas,McGrath
178746,"McGuigan, Paul (I)",6.1,142783.0,1,Paul,McGuigan
178842,"McHenry, Doug",10.8,40132756.0,2,Doug,McHenry
179004,"McKay, Jim (I)",5.7,403311.0,1,Jim,McKay
179325,"McLachlan, Dee",4.4,479099.0,1,Dee,McLachlan
179335,"McLaglen, Andrew V.",12.8,0.0,2,Andrew,McLaglen
179400,"McLaughlin, Sheila (I)",6.4,0.0,1,Sheila,McLaughlin
179534,"McLeod, Norman Z.",6.2,0.0,1,Norman,McLeod
179557,"McLoughlin, Tom (I)",10.7,20953321.0,2,Tom,McLoughlin
179747,"McNally, David (II)",5.4,113916474.0,1,David,McNally
179783,"McNamara, Sean (I)",2.4,308082.0,1,Sean,McNamara
179786,"McNamara, Tom (I)",7.2,966878.0,1,Tom,McNamara
179799,"McNaughton, John",27.0,30392147.0,4,John,McNaughton
179970,"McQuarrie, Christopher",6.6,13069740.0,1,Christopher,McQuarrie
180080,"McTiernan, John (I)",56.2,1164847302.0,8,John,McTiernan
180191,"Meador, Joshua",6.6,0.0,1,Joshua,Meador
180207,"Meadows, Shane",6.9,271898.0,1,Shane,Meadows
180285,"Meckler, Nancy",6.4,202167.0,1,Nancy,Meckler
180294,"Medak, Peter",18.0,30041145.0,3,Peter,Medak
180335,"Medem, Julio",7.6,504223.0,1,Julio,Medem
180602,"Megahey, Leslie",6.6,667078.0,1,Leslie,Megahey
180603,"Megahy, Francis",5.4,159969.0,1,Francis,Megahy
180716,"Mehrez, Alan",4.4,684351.0,1,Alan,Mehrez
180888,"Meins, Gus",7.2,0.0,1,Gus,Meins
181129,"Melford, George",0.0,0.0,1,George,Melford
181195,"Melkonian, James",3.8,7557877.0,1,James,Melkonian
181459,"Menaul, Christopher",6.2,293274.0,1,Christopher,Menaul
181494,"Mendelsohn, Eric",6.9,467313.0,1,Eric,Mendelsohn
181508,"Mendeluk, George",8.7,2147228.0,2,George,Mendeluk
181544,"Mendes, Sam (I)",8.5,356296601.0,1,Sam,Mendes
181760,"Menges, Chris (I)",13.3,86115.0,2,Chris,Menges
181795,"Menkes, David",5.6,1066832.0,1,David,Menkes
181796,"Menkes, Nina",3.6,0.0,1,Nina,Menkes
181923,"Menzies, William Cameron",6.9,0.0,1,William,Menzies
182046,"Merchant, Ismail",10.7,413000.0,2,Ismail,Merchant
182137,"Merendino, James",7.2,299200.0,1,James,Merendino
182242,"Merlet, Agnès",6.7,377512.0,1,Agns,Merlet
182558,"Messina, Philip Frank",5.9,0.0,1,Philip,Messina
182643,"Metcalfe, Tim (I)",6.2,65682.0,1,Tim,Metcalfe
182696,"Metter, Alan",6.3,91258000.0,1,Alan,Metter
182752,"Metzger, Radley",4.8,0.0,1,Radley,Metzger
182822,"Meyer Burnett, Robert",6.9,30193.0,1,Robert,Burnett
182921,"Meyer, Nicholas",19.9,210875740.0,3,Nicholas,Meyer
182942,"Meyer, Russ (I)",6.6,0.0,1,Russ,Meyer
182999,"Meyers, Dave (I)",3.6,6026908.0,1,Dave,Meyers
183021,"Meyers, Nancy",6.1,70804095.0,1,Nancy,Meyers
183066,"Meza, Eric",8.9,19281235.0,2,Eric,Meza
183239,"Michaels, Bret",3.8,0.0,1,Bret,Michaels
183406,"Michelberger, Erwin",8.0,0.0,1,Erwin,Michelberger
183421,"Michell, Roger (I)",14.4,368468405.0,2,Roger,Michell
183422,"Michell, Scott",5.4,0.0,1,Scott,Michell
183443,"Michener, David",7.1,38625550.0,1,David,Michener
183693,"Mignatti, Victor",6.4,0.0,1,Victor,Mignatti
183752,"Mihaileanu, Radu",7.5,154790.0,1,Radu,Mihaileanu
183775,"Mihalka, George",5.2,0.0,1,George,Mihalka
183873,"Mikhalkov, Nikita",7.8,2616503.0,1,Nikita,Mikhalkov
184135,"Milestone, Lewis",29.0,0.0,4,Lewis,Milestone
184198,"Milius, John",12.9,104717475.0,2,John,Milius
184259,"Millard, Kathryn",0.0,0.0,1,Kathryn,Millard
184297,"Miller, Alan (I)",6.8,0.0,1,Alan,Miller
184331,"Miller, Bennett (I)",7.7,238434.0,1,Bennett,Miller
184413,"Miller, David (I)",14.3,0.0,2,David,Miller
184465,"Miller, George (I)",15.0,40286178.0,3,George,Miller
184466,"Miller, George (II)",26.6,229961051.0,4,George,Miller
184488,"Miller, Harvey (I)",4.3,197322.0,1,Harvey,Miller
184582,"Miller, Kurt (I)",7.5,2035470.0,1,Kurt,Miller
184635,"Miller, Michael (I)",4.2,10054150.0,1,Michael,Miller
184676,"Miller, Paul (I)",4.4,3506206.0,1,Paul,Miller
184696,"Miller, Randall",10.7,41034130.0,2,Randall,Miller
184699,"Miller, Rebecca (I)",6.2,0.0,1,Rebecca,Miller
184710,"Miller, Robert Ellis (I)",4.4,0.0,1,Robert,Miller
184726,"Miller, Sam (I)",5.7,64359.0,1,Sam,Miller
184787,"Miller, Troy (I)",4.9,68760009.0,1,Troy,Miller
184861,"Milling, Bill",3.9,0.0,1,Bill,Milling
185309,"Miner, Steve (I)",43.1,330024815.0,8,Steve,Miner
185342,"Minghella, Anthony",20.3,316393984.0,3,Anthony,Minghella
185384,"Minkoff, Rob",14.2,1085593971.0,2,Rob,Minkoff
185400,"Minnelli, Vincente",48.9,26066000.0,7,Vincente,Minnelli
185704,"Mirkin, David",5.9,29205077.0,1,David,Mirkin
186165,"Mitchell, Mike (VI)",5.6,65535067.0,1,Mike,Mitchell
186318,"Mitrevski, Darko",6.8,0.0,1,Darko,Mitrevski
186386,"Mitterrand, Frédéric",6.9,0.0,1,Frdric,Mitterrand
186516,"Miyazaki, Hayao",8.4,150298191.0,1,Hayao,Miyazaki
186754,"Mock, Freida Lee",14.2,62186.0,2,Freida,Mock
187269,"Moland, Hans Petter",7.2,2535000.0,1,Hans,Moland
187455,"Moll, James",7.6,419762.0,1,James,Moll
187534,"Moloney, Darren (I)",3.3,1152375.0,1,Darren,Moloney
187790,"Monger, Christopher",6.4,10904930.0,1,Christopher,Monger
187868,"Monleón, Rafael",6.5,0.0,1,Rafael,Monlen
187987,"Montagna, Antonio",0.0,0.0,1,Antonio,Montagna
188017,"Montaldo, Giuliano",7.5,877534.0,1,Giuliano,Montaldo
188812,"Moore, Michael (II)",20.4,1337087.0,3,Michael,Moore
188926,"Moore, Tom (II)",7.0,384043.0,1,Tom,Moore
188940,"Moore, Tyler Wolfgang",0.0,0.0,1,Tyler,Moore
188968,"Moorhouse, Jocelyn",11.8,31502542.0,2,Jocelyn,Moorhouse
189043,"Mora, Philippe",15.5,1919653.0,3,Philippe,Mora
189093,"Morahan, Andrew",4.0,36800000.0,1,Andrew,Morahan
189360,"Mordillat, Gérard",7.2,0.0,1,Grard,Mordillat
189625,"Moreton, David",6.3,870751.0,1,David,Moreton
189636,"Moretti, Nanni",7.0,472598.0,1,Nanni,Moretti
189652,"Morey, Larry",7.8,41634000.0,1,Larry,Morey
189871,"Morgen, Brett (I)",7.0,47074.0,1,Brett,Morgen
190139,"Morneau, Louis",12.5,10149779.0,3,Louis,Morneau
190281,"Morris, Errol",22.7,2537949.0,3,Errol,Morris
190552,"Morrissey, Paul (I)",6.0,0.0,1,Paul,Morrissey
190629,"Morse, Terry O.",5.8,0.0,1,Terry,Morse
190755,"Morton, Rocky",3.8,20915465.0,1,Rocky,Morton
191112,"Mostow, Jonathan",6.5,127666415.0,1,Jonathan,Mostow
191216,"Mottola, Greg",6.7,2084559.0,1,Greg,Mottola
191479,"Moxey, John Llewellyn",6.8,0.0,1,John,Moxey
191537,"Moyle, Allan",13.4,11845599.0,2,Allan,Moyle
191991,"Mulcahy, Russell",12.8,44940441.0,2,Russell,Mulcahy
192150,"Mulligan, Robert (I)",14.4,18324337.0,2,Robert,Mulligan
192156,"Mullin, Eugene",5.6,0.0,1,Eugene,Mullin
192209,"Mulroney, Brian (II)",6.6,63071133.0,1,Brian,Mulroney
192338,"Mungia, Lance",6.5,124494.0,1,Lance,Mungia
192621,"Murch, Walter",6.6,11137801.0,1,Walter,Murch
192712,"Murlowski, John (I)",2.2,220198.0,1,John,Murlowski
192717,"Murnau, F.W.",8.0,0.0,1,FW,Murnau
192819,"Murphy, Geoff",16.4,111296493.0,3,Geoff,Murphy
193135,"Murray, Paul (III)",5.6,0.0,1,Paul,Murray
193246,"Musallam, Izidore K.",6.3,0.0,1,Izidore,Musallam
193328,"Muska, Susan",7.1,40999.0,1,Susan,Muska
193333,"Musker, John",29.5,905247314.0,4,John,Musker
193463,"Mutrux, Floyd",5.7,10000000.0,1,Floyd,Mutrux
193526,"Muñiz, Ángel",6.6,984681.0,1,ngel,Muiz
193711,"Myerson, Alan",3.9,19449527.0,1,Alan,Myerson
193787,"Myrick, Daniel",6.3,248639099.0,1,Daniel,Myrick
193937,"Méliès, Georges",5.8,0.0,1,Georges,Mlis
194201,"Müller, Ray (III)",7.7,449707.0,1,Ray,Mller
194787,"Nair, Mira",11.5,6941921.0,2,Mira,Nair
195047,"Nakano, Desmond",5.1,3760515.0,1,Desmond,Nakano
195164,"Nalluri, Bharat",4.6,0.0,1,Bharat,Nalluri
195521,"Narizzano, Silvio",4.4,0.0,1,Silvio,Narizzano
195780,"Natali, Vincenzo",7.4,489220.0,1,Vincenzo,Natali
195978,"Nava, Gregory",19.0,58915851.0,3,Gregory,Nava
196351,"Neame, Ronald",18.7,8664850.0,3,Ronald,Neame
196576,"Negroponte, Michel",6.9,0.0,1,Michel,Negroponte
196583,"Negulesco, Jean",7.0,0.0,1,Jean,Negulesco
196638,"Neill, Roy William",6.4,0.0,1,Roy,Neill
196811,"Nelson, Gary (I)",22.4,68060960.0,4,Gary,Nelson
196836,"Nelson, Jessie (I)",6.1,20160000.0,1,Jessie,Nelson
197117,"Nesheim, Berit",6.9,0.0,1,Berit,Nesheim
197327,"Neumann, Kurt (I)",23.3,3000000.0,4,Kurt,Neumann
197502,"Newby, Chris",6.8,0.0,1,Chris,Newby
197534,"Newell, Mike (I)",33.6,390874391.0,5,Mike,Newell
197643,"Newman, Paul (I)",7.1,0.0,1,Paul,Newman
197852,"Ngangura, Mweze",5.3,0.0,1,Mweze,Ngangura
198029,"Niami, Ramin",3.9,7016.0,1,Ramin,Niami
198038,"Nibbelink, Phil",11.9,31481617.0,2,Phil,Nibbelink
198058,"Niccol, Andrew",7.8,15939633.0,1,Andrew,Niccol
198076,"Nichetti, Maurizio",7.2,503177.0,1,Maurizio,Nichetti
198095,"Nicholas, Gregor",6.4,476070.0,1,Gregor,Nicholas
198151,"Nichols, Charles A.",6.8,0.0,1,Charles,Nichols
198184,"Nichols, Mike (I)",60.3,615885127.0,9,Mike,Nichols
198231,"Nicholson, Jack (I)",6.0,10005969.0,1,Jack,Nicholson
198260,"Nicholson, William",7.0,784419.0,1,William,Nicholson
198298,"Nickles, Michael A.",6.5,0.0,1,Michael,Nickles
198401,"Nicolella, John",4.6,6086891.0,1,John,Nicolella
198711,"Nieves Conde, José Antonio",0.0,2684.0,1,Jos,Nieves Conde
198738,"Nigh, William",4.4,0.0,1,William,Nigh
199043,"Nimoy, Leonard",19.4,224764606.0,3,Leonard,Nimoy
199280,"Nispel, Marcus",6.1,107071655.0,1,Marcus,Nispel
199751,"Nolan, Christopher (I)",7.6,48482.0,1,Christopher,Nolan
199896,"Noonan, Chris",6.9,240700000.0,1,Chris,Noonan
199906,"Noonan, Tom (I)",13.6,327482.0,2,Tom,Noonan
199951,"Norbu, Khyentse",6.6,1067773.0,1,Khyentse,Norbu
200079,"Norman, Leslie (I)",6.1,0.0,1,Leslie,Norman
200094,"Norman, Richard E.",0.0,0.0,1,Richard,Norman
200149,"Norrington, Stephen",7.0,112601065.0,1,Stephen,Norrington
200150,"Norris, Aaron (I)",4.2,6193901.0,1,Aaron,Norris
200260,"Norton, Bill L.",4.8,14276095.0,1,Bill,Norton
200270,"Norton, Edward (I)",6.4,37036404.0,1,Edward,Norton
200697,"Noyce, Phillip",37.6,745613099.0,6,Phillip,Noyce
200721,"Noé, Gaspar",7.3,54735.0,1,Gaspar,No
200780,"Nugent, Elliott",6.3,0.0,1,Elliott,Nugent
200882,"Nunez, Victor",13.8,10056173.0,2,Victor,Nunez
200926,"Nuridsany, Claude",7.8,1573842.0,1,Claude,Nuridsany
200981,"Nutter, David (I)",5.3,17411331.0,1,David,Nutter
201065,"Nyby, Christian",7.3,0.0,1,Christian,Nyby
201084,"Nygard, Roger (I)",6.9,318246.0,1,Roger,Nygard
201349,"O'Brien, John (I)",7.4,1845.0,1,John,OBrien
201462,"O'Connell, Jack (I)",0.0,0.0,1,Jack,OConnell
201477,"O'Connell, Raoul",6.9,624573.0,1,Raoul,OConnell
201537,"O'Connor, Gavin (I)",6.4,1281176.0,1,Gavin,OConnor
201570,"O'Connor, Pat (I)",23.4,31730890.0,4,Pat,OConnor
201633,"O'Donnell, Damien (I)",6.7,4170647.0,1,Damien,ODonnell
201712,"O'Fallon, Peter",6.9,1692872.0,1,Peter,OFallon
201757,"O'Hagan, John",6.8,0.0,1,John,OHagan
201818,"O'Haver, Tommy",6.7,2020700.0,1,Tommy,OHaver
202210,"O'Sullivan, Thaddeus",6.7,0.0,1,Thaddeus,OSullivan
202269,"Oakley, Vern",5.6,0.0,1,Vern,Oakley
202403,"Oblowitz, Michael",5.0,19906.0,1,Michael,Oblowitz
202441,"Obrow, Jeffrey",5.2,2407024.0,1,Jeffrey,Obrow
202706,"Oedekerk, Steve",6.0,209300000.0,1,Steve,Oedekerk
202808,"Ofteringer, Susanne",7.1,209951.0,1,Susanne,Ofteringer
202897,"Ogilvie, George",6.1,36230219.0,1,George,Ogilvie
202933,"Ogrodnik, Mo",3.1,0.0,1,Mo,Ogrodnik
203354,"Okawara, Takao",5.7,10037390.0,1,Takao,Okawara
203367,"Okazaki, Steven",7.7,0.0,1,Steven,Okazaki
203526,"Olafsdóttir, Gréta",7.1,40999.0,1,Grta,Olafsdttir
203615,"Oldman, Gary",7.2,0.0,1,Gary,Oldman
203976,"Olivier, Laurence",7.8,0.0,1,Laurence,Olivier
204638,"Ophüls, Max",7.6,0.0,1,Max,Ophls
205014,"Orme, Stuart (I)",5.8,8638072.0,1,Stuart,Orme
205129,"Orr, James (I)",4.5,40070995.0,1,James,Orr
205235,"Ortega, Kenny",12.6,42334198.0,2,Kenny,Ortega
205585,"Oshii, Mamoru",7.8,583393.0,1,Mamoru,Oshii
205819,"Oswald, Gerd",7.7,50000000.0,1,Gerd,Oswald
205903,"Othenin-Girard, Dominique",4.8,11642254.0,1,Dominique,Othenin Girard
205993,"Ottman, John",3.8,38574362.0,1,John,Ottman
206452,"Oz, Frank",45.6,348608587.0,7,Frank,Oz
206521,"Ozon, François",13.3,99946.0,2,Franois,Ozon
206531,"Ozpetek, Ferzan",6.8,655078.0,1,Ferzan,Ozpetek
206673,"Pacheco, Joe (I)",7.2,0.0,1,Joe,Pacheco
206720,"Pacino, Al",7.1,1361420.0,1,Al,Pacino
207256,"Pakula, Alan J.",27.0,339339518.0,4,Alan,Pakula
207795,"Paltrow, Bruce",5.8,4734235.0,1,Bruce,Paltrow
207801,"Palud, Hervé",5.3,1000000.0,1,Herv,Palud
207904,"Panahi, Jafar",7.5,474047.0,1,Jafar,Panahi
208816,"Parello, Chuck",4.9,0.0,1,Chuck,Parello
208912,"Paris, Jerry (I)",10.1,98084134.0,2,Jerry,Paris
208963,"Parisot, Dean",12.0,81867042.0,2,Dean,Parisot
209002,"Park, Cheol-su",6.7,0.0,1,Cheol su,Park
209133,"Park, Nick (I)",39.4,106793915.0,5,Nick,Park
209221,"Parker, Alan (I)",62.4,243844430.0,9,Alan,Parker
209364,"Parker, Oliver (I)",13.5,20648142.0,2,Oliver,Parker
209403,"Parker, Trey (I)",13.7,58590312.0,2,Trey,Parker
209484,"Parks, Gordon",12.4,22121618.0,2,Gordon,Parks
209654,"Parriott, James D.",5.4,4134992.0,1,James,Parriott
209884,"Parés, Pablo",7.1,0.0,1,Pablo,Pars
210027,"Paskaljevic, Goran",14.3,108103.0,2,Goran,Paskaljevic
210049,"Pasolini, Pier Paolo",7.8,0.0,1,Pier,Pasolini
210068,"Pasquin, John",10.9,249725026.0,2,John,Pasquin
210101,"Passer, Ivan",12.4,0.0,2,Ivan,Passer
210248,"Pate, Jonas",6.5,572433.0,1,Jonas,Pate
210249,"Pate, Josh",6.5,572433.0,1,Josh,Pate
210661,"Patton, Parris (I)",6.4,0.0,1,Parris,Patton
210747,"Paul, Don (I)",6.6,50802661.0,1,Don,Paul
210799,"Paul, Steven (I)",5.0,0.0,1,Steven,Paul
210916,"Paur, Frank",7.6,5588699.0,1,Frank,Paur
210963,"Pavia, Mark",5.8,91549.0,1,Mark,Pavia
211002,"Pavlou, George",4.4,0.0,1,George,Pavlou
211101,"Paxton, Michael",6.7,209244.0,1,Michael,Paxton
211138,"Payne, Alexander (I)",14.1,15032711.0,2,Alexander,Payne
211204,"Payson, John",5.1,4611624.0,1,John,Payson
211359,"Pearce, Perce",7.8,41634000.0,1,Perce,Pearce
211360,"Pearce, Richard (I)",25.7,35615517.0,4,Richard,Pearce
211555,"Peckinpah, Sam",15.6,638641.0,2,Sam,Peckinpah
211829,"Peirce, Kimberly",7.5,11533945.0,1,Kimberly,Peirce
212008,"Pellington, Mark",7.1,41067311.0,1,Mark,Pellington
212245,"Penn, Arthur (I)",15.6,101559552.0,2,Arthur,Penn
212259,"Penn, Sean (I)",6.3,832910.0,1,Sean,Penn
212272,"Pennebaker, D.A.",7.4,901668.0,1,DA,Pennebaker
212429,"Peploe, Clare",5.2,171979.0,1,Clare,Peploe
212720,"Peretz, Jesse (I)",5.3,40542.0,1,Jesse,Peretz
212990,"Perkins, Anthony (I)",4.9,12808730.0,1,Anthony,Perkins
213321,"Perry, Dein",6.0,21172.0,1,Dein,Perry
213327,"Perry, Frank (I)",6.3,25032261.0,1,Frank,Perry
213365,"Perry, Nickolas",6.7,186675.0,1,Nickolas,Perry
213689,"Peters, Charlie (I)",6.4,0.0,1,Charlie,Peters
213822,"Petersen, Wolfgang (I)",34.7,1089972204.0,5,Wolfgang,Petersen
213895,"Peterson, Kristine",4.4,0.0,1,Kristine,Peterson
214080,"Petrie Jr., Daniel",4.3,28864707.0,1,Daniel,
214082,"Petrie, Daniel",18.5,28904602.0,3,Daniel,Petrie
214084,"Petrie, Donald",27.2,160997172.0,5,Donald,Petrie
215030,"Phillips, Todd (I)",13.7,68906536.0,2,Todd,Phillips
215124,"Pialat, Maurice",6.5,0.0,1,Maurice,Pialat
215255,"Pichel, Irving",6.3,5000000.0,1,Irving,Pichel
215462,"Pieplow, John",4.7,631221.0,1,John,Pieplow
215854,"Pillsbury, Sam",4.2,3519178.0,1,Sam,Pillsbury
216202,"Pintilie, Lucian",6.8,65352.0,1,Lucian,Pintilie
216303,"Piper, Brett",5.9,0.0,1,Brett,Piper
216582,"Pitre, Glen",6.4,1142243.0,1,Glen,Pitre
216632,"Pittman, Bruce",5.1,2683519.0,1,Bruce,Pittman
216721,"Piznarski, Mark",4.7,10494147.0,1,Mark,Piznarski
216920,"Platt, Lucas",5.0,0.0,1,Lucas,Platt
217163,"Plympton, Bill",6.7,203134.0,1,Bill,Plympton
217237,"Podeswa, Jeremy",6.6,497091.0,1,Jeremy,Podeswa
217282,"Poe, Amos",3.7,20693.0,1,Amos,Poe
217299,"Poelvoorde, Benoît",7.5,205569.0,1,Benot,Poelvoorde
217437,"Poiré, Jean-Marie",6.7,98800000.0,1,Jean Marie,Poir
217454,"Poitier, Sidney",6.1,0.0,1,Sidney,Poitier
217521,"Polanski, Roman",44.9,125362231.0,6,Roman,Polanski
217575,"Poliakoff, Stephen",6.3,0.0,1,Stephen,Poliakoff
217610,"Polish, Michael",7.0,985341.0,1,Michael,Polish
217664,"Pollack, Jeff (I)",11.1,36096585.0,2,Jeff,Pollack
217673,"Pollack, Sharon",5.5,0.0,1,Sharon,Pollack
217675,"Pollack, Sydney",54.3,752170107.0,8,Sydney,Pollack
217798,"Polonsky, Abraham",7.4,0.0,1,Abraham,Polonsky
217930,"Pompucci, Leone",7.1,0.0,1,Leone,Pompucci
218040,"Pons, Ventura",6.8,0.0,1,Ventura,Pons
218108,"Pooh, DJ",3.2,9821335.0,1,DJ,Pooh
218214,"Pope, Angela",13.2,131694.0,2,Angela,Pope
218240,"Pope, Tim (I)",4.2,25383659.0,1,Tim,Pope
218353,"Popovski, Aleksandar",6.8,0.0,1,Aleksandar,Popovski
218506,"Porten, Franz",5.6,0.0,1,Franz,Porten
218587,"Porter, William (I)",6.5,7467504.0,1,William,Porter
218785,"Post, Ted",26.0,62169482.0,4,Ted,Post
218934,"Potter, Sally (I)",13.4,6316174.0,2,Sally,Potter
218940,"Potterton, Gerald",6.5,0.0,1,Gerald,Potterton
219182,"Powell, Michael (I)",7.7,83957.0,1,Michael,Powell
219401,"Pradal, Manuel",5.8,111765.0,1,Manuel,Pradal
219587,"Prasad, Udayan",13.5,408339.0,2,Udayan,Prasad
219686,"Pray, Doug",7.6,268520.0,1,Doug,Pray
219707,"Prechezer, Carl",5.0,0.0,1,Carl,Prechezer
219792,"Preminger, Otto",23.6,0.0,3,Otto,Preminger
219877,"Pressman, Michael",11.3,82794458.0,2,Michael,Pressman
219904,"Preston, Gaylene",8.1,0.0,1,Gaylene,Preston
220029,"Price, David (I)",3.8,4983565.0,1,David,Price
220179,"Priestley, Jason",6.8,27714.0,1,Jason,Priestley
220286,"Prince, Harold",7.0,0.0,1,Harold,Prince
220313,"Prince-Bythewood, Gina",6.8,27441122.0,1,Gina,Prince Bythewood
220520,"Proft, Pat",5.7,9604029.0,1,Pat,Proft
220729,"Proyas, Alex",15.3,121200316.0,2,Alex,Proyas
220961,"Puenzo, Luis",7.6,29426.0,1,Luis,Puenzo
221228,"Puopolo, L.A.",3.9,0.0,1,LA,Puopolo
221521,"Pyne, Daniel",6.0,5985.0,1,Daniel,Pyne
221538,"Pytka, Joe",5.9,230418342.0,1,Joe,Pytka
221541,"Pyun, Albert",3.2,37536.0,1,Albert,Pyun
221608,"Pérennou, Marie",7.8,1573842.0,1,Marie,Prennou
222048,"Quay, Stephen",7.0,0.0,1,Stephen,Quay
222049,"Quay, Timothy",7.0,0.0,1,Timothy,Quay
222247,"Quine, Richard (I)",11.2,2399109.0,2,Richard,Quine
222324,"Quinn, Paul (I)",6.7,1078737.0,1,Paul,Quinn
222400,"Quintano, Gene",5.9,27979400.0,1,Gene,Quintano
222850,"Radford, Michael (I)",13.0,8434524.0,2,Michael,Radford
