movieid,writerid,addition,additions
2410667,133470,"(screenplay)  <2,1,1>",screenplay
2410686,161691,"(play)  <3,2,1>",play
2410686,306346,"(play)  <3,1,1>",play
2410686,392863,"(screen story)  <1,1,1>",screen story
2410686,392863,"(screenplay)  <2,1,1>",screenplay
2410691,161691,(play),play
2410691,306346,(play),play
2410691,390643,,
2410916,80880,"(written by)  <2,1,1>",written by
2410916,364590,"(short story ""The Catbird Seat"")  <1,1,1>",short story
2410977,100773,,
2411034,65582,"(novel ""The Beans of Egypt, Maine"")  <1,1,1>",novel
2411034,286021,"(screenplay)  <2,1,1>",screenplay
2411215,136552,"(written by)  <1,1,1>",written by
2411361,147956,"(screenplay)  <2,1,1>",screenplay
2411361,160026,"(novel ""The Witnesses"")  <1,1,1>",novel
2411492,70650,"(novel ""The Religion"")",novel
2411492,120598,"(screenplay)  <1,1,1>",screenplay
2411558,61967,"(play ""Le Juif Polonais"")",play
2411558,104777,"(play ""Le Juif Polonais"")",play
2411558,212178,(stage adaptation),stage adaptation
2411558,402264,,
2411762,208074,"(written by)  <1,1,1>",written by
2411839,181432,"(from a novel by) (as Mackinlay Kantor)  <2,1,1>",from a novel by
2411839,334880,"(screen play)  <1,1,1>",screen play
2412295,113807,"(screenplay)  <3,2,1>",screenplay
2412295,154570,"(television series)  <1,1,1>",television series
2412295,194117,"(screenplay)  <3,1,1>",screenplay
2412295,194117,"(story)  <2,1,1>",story
2412295,312718,"(screenplay)  <3,1,2>",screenplay
2412295,312718,"(story)  <2,1,2>",story
2412295,347326,"(screenplay)  <3,2,2>",screenplay
2412397,184160,,
2412502,28114,"(written by)  <1,1,2>",written by
2412502,182680,"(written by)  <1,1,1>",written by
2412514,401767,"(by)  <1,1,1>",
2412518,23361,"(screenplay)  <3,1,2>",screenplay
2412518,146578,"(novel)  <1,1,1>",novel
2412518,388080,"(screenplay)  <3,1,1>",screenplay
2412518,390584,"(adaptation)  <2,1,1>",adaptation
2412518,393035,"(screenplay)  <3,2,1>",screenplay
2412518,399260,"(adaptation)  <2,1,2>",adaptation
2412620,340861,"(written by)  <1,1,1>",written by
2412638,298652,"(written by)  <1,1,1>",written by
2412676,315332,"(play ""Hospitality Suite"")  <1,1,1>",play
2412676,315332,"(screenplay)  <2,1,1>",screenplay
2412686,68346,"(written by)  <1,1,1>",written by
2412686,68351,"(written by)  <1,1,2>",written by
2412740,251619,"(written by)  <1,1,1>",written by
2412859,41045,"(screenplay)  <1,1,2>",screenplay
2412859,60887,"(novel ""The Big Sleep"")  <2,1,1>",novel
2412859,109274,"(screenplay)  <1,1,1>",screenplay
2412859,121760,"(screenplay)  <1,1,3>",screenplay
2412879,87544,"(written by)  <1,1,1>",written by
2412918,110645,"(written by)  <1,1,2>",written by
2412918,128432,"(written by)  <1,1,1>",written by
2412945,99871,"(story)  <2,1,1>",story
2412945,371788,"(screenplay)  <1,1,1>",screenplay
2412945,388080,"(screenplay)  <1,2,1>",screenplay
2413158,80962,"(earlier screenplay)  <2,3,1>",earlier screenplay
2413158,235163,"(screenplay)  <3,1,1>",screenplay
2413158,249740,"(earlier screenplay)  <2,2,1>",earlier screenplay
2413158,289476,"(earlier screenplay)  <2,4,1>",earlier screenplay
2413158,289476,"(play ""La Cage Aux Folles"")  <1,1,1>",play
2413158,377757,"(earlier screenplay)  <2,1,1>",earlier screenplay
2413168,96678,"(story)  <1,1,1>",story
2413168,165252,"(screenplay)  <2,1,1>",screenplay
2413457,5604,"(novel series ""The Chronicles of Prydain"")  <1,1,1>",novel series
2413457,30152,"(story)  <2,3,1>",story
2413457,67455,"(additional story contributions)  <4,6,1>",additional story contributions
2413457,92429,"(additional dialogue)  <3,2,1>",additional dialogue
2413457,128334,"(story)  <2,2,1>",story
2413457,145406,"(story)  <2,9,1>",story
2413457,164706,"(additional story contributions)  <4,2,1>",additional story contributions
2413457,176410,"(story)  <2,1,1>",story
2413457,208700,"(additional story contributions)  <4,7,1>",additional story contributions
2413457,229161,"(additional story contributions)  <4,1,1>",additional story contributions
2413457,234457,"(additional story contributions)  <4,4,1>",additional story contributions
2413457,253242,"(story)  <2,6,1>",story
2413457,257643,"(additional story contributions)  <4,5,1>",additional story contributions
2413457,304786,"(story)  <2,4,1>",story
2413457,333700,"(additional story contributions) (as Melvin Shaw)  <4,3,1>",additional story contributions
2413457,339680,"(additional dialogue)  <3,1,1>",additional dialogue
2413457,350242,"(story)  <2,8,1>",story
2413457,394839,"(story)  <2,5,1>",story
2413457,402400,"(story)  <2,7,1>",story
2413536,21045,"(story)  <1,2,1>",story
2413536,83297,"(screenplay)  <2,2,1>",screenplay
2413536,202630,"(story) (as Richard Landau)  <1,2,2>",story
2413536,312266,"(screenplay)  <2,1,1>",screenplay
2413536,312266,"(story)  <1,1,1>",story
2413799,258271,"(written by)  <1,1,1>",written by
2413799,356994,"(written by) (as Eduardo Sanchez)  <1,1,2>",written by
2413948,213944,"(screenplay) (as Kate Phillips)  <1,2,1>",screenplay
2413948,246411,"(original idea)  <2,1,1>",original idea
2413948,338530,"(screenplay)  <1,1,1>",screenplay
2414153,347418,(novel),novel
2414153,350579,,
2414225,16821,"(written by)  <1,1,1>",written by
2414225,202751,"(written by)  <1,1,2>",written by
2414400,212379,"(written for the screen by) (as Carlos Keith)  <2,2,1>",written for the screen by
2414400,222452,"(written for the screen by)  <2,1,1>",written for the screen by
2414400,350470,"(short story)  <1,1,1>",short story
2414419,182680,"(written by)  <1,1,1>",written by
2414571,86132,"(book)  <1,1,1>",book
2414571,166801,"(screenplay)  <2,1,1>",screenplay
2414595,75919,"(screenplay)  <1,1,1>",screenplay
2414595,396976,"(novel)  <2,1,1>",novel
2414767,97379,"(written by)  <1,1,1>",written by
2414877,180870,"(screenplay)  <2,2,1>",screenplay
2414877,266645,"(novels)  <1,1,1>",novels
2414877,329032,"(screenplay)  <2,1,1>",screenplay
2415240,58223,"(written by)  <1,1,1>",written by
2415427,135947,"(screenplay)  <2,1,1>",screenplay
2415427,211368,"(novel)  <1,1,1>",novel
2415482,72354,"(written by)  <2,1,2>",written by
2415482,102451,"(written by)  <2,1,1>",written by
2415482,328255,"(characters)  <1,1,1>",characters
2415482,371267,"(written by)  <2,2,1>",written by
2415482,371471,"(written by)  <2,2,2>",written by
2415512,55467,(original story),original story
2415512,138199,(original story),original story
2415512,138199,(screenplay),screenplay
2415703,164419,"(written by)  <1,1,1>",written by
2415723,255915,(writer),writer
2415723,351468,(uncredited for script),uncredited for script
2415946,158498,"(story) (as Roger Hirson)  <2,1,1>",story
2415946,308043,"(screenplay)  <1,1,2>",screenplay
2415946,400850,"(screenplay)  <1,1,1>",screenplay
2415964,39740,"(novel ""Le pont de la rivière Kwaï"")  <2,1,1>",novel
2415964,116353,"(screenplay) (originally uncredited)  <1,2,1>",screenplay
2415964,395198,"(screenplay) (originally uncredited)  <1,1,1>",screenplay
2415971,201333,"(screenplay)  <1,1,1>",screenplay
2415971,385179,"(novel)  <2,1,1>",novel
2416139,19553,"(titles: silent version) (uncredited)  <4,1,1>",titles
2416139,131554,"(dialogue by)  <3,2,1>",dialogue by
2416139,136001,"(story)  <1,1,1>",story
2416139,162754,"(dialogue by)  <3,1,1>",dialogue by
2416139,232940,"(continuity)  <2,1,1>",continuity
2416189,27078,(writer),writer
2416319,324324,,
2416380,49117,,
2416410,150573,"<2,1,1>",
2416410,299885,"(play)  <1,1,1>",play
2416504,131096,"(screenplay)  <3,1,1>",screenplay
2416504,133130,"(source material ""Buddy Holly His Life and Music"")  <2,1,1>",source material
2416504,356187,"(story)  <1,1,1>",story
2416982,12171,(story),story
2416982,307414,(story),story
2417002,215343,"(written by)  <1,1,1>",written by
2417002,328199,"(written by)  <1,1,2>",written by
2417211,23569,,
2417211,78186,,
2417211,123077,,
2417211,330669,"(written by)  <1,1,1>",written by
2417211,377646,,
2417216,160940,"(written by)  <1,1,1>",written by
2417640,204144,,
2418230,28878,"(story)  <1,1,3>",story
2418230,35784,"(story) (as Richard Bluel)  <1,1,2>",story
2418230,357899,"(story & screenplay)  <1,1,1>",story  screenplay
2418253,65880,"(written and conceived by)  <1,1,1>",written and conceived by
2418253,131604,"(written and conceived by)  <1,1,2>",written and conceived by
2418253,186101,"(written and conceived by)  <1,1,3>",written and conceived by
2418253,339710,"(written and conceived by)  <1,1,4>",written and conceived by
2418326,187239,"(written by)  <1,1,1>",written by
2418525,293795,"(written by)  <1,1,1>",written by
2418557,104699,"(story)  <2,1,1>",story
2418557,120074,"(story)  <2,2,1>",story
2418557,234740,"(narration)  <3,1,1>",narration
2418557,316453,"(book)  <1,1,1>",book
2418557,397780,"(story)  <2,3,1>",story
2418562,33343,(writer),writer
2418562,237741,(novel),novel
2418704,133111,"(screenplay)  <2,1,1>",screenplay
2418704,140040,"(novel)  <1,1,1>",novel
2418704,301567,"(screenplay)  <2,2,1>",screenplay
2418726,229208,(story),story
2418726,263323,(writer),writer
2419706,168840,"(novel)  <1,1,1>",novel
2419706,168840,"(screenplay)  <2,1,1>",screenplay
2419797,61272,"(written by) (as Charlie Chaplin)  <1,1,1>",written by
2419930,24936,"(screenplay)  <1,1,1>",screenplay
2419930,353637,"(story)  <2,1,1>",story
2419964,15814,"(novel ""The Clan Of The Cave Bear"")  <1,1,1>",novel
2419964,324324,"(screenplay)  <2,1,1>",screenplay
2420111,128488,"(screenplay)  <2,2,1>",screenplay
2420111,133152,"(screenplay)  <2,1,1>",screenplay
2420111,140040,"(novel)  <1,1,1>",novel
2420229,169855,"(screenplay)  <2,1,1>",screenplay
2420229,387794,"(story)  <1,1,1>",story
2420761,243961,"(screenplay)  <2,1,1>",screenplay
2420761,384555,"(novel)  <1,1,1>",novel
2420795,293071,"(screenplay)  <2,1,1>",screenplay
2420795,362280,"(novel)  <1,1,1>",novel
2421052,67370,"(screenplay)  <2,1,1>",screenplay
2421052,95685,"(novel)  <1,1,1>",novel
2421052,95685,"(screenplay)  <2,2,1>",screenplay
2421052,200376,"(screenplay)  <2,1,2>",screenplay
2421210,237721,"(written by)  <1,1,1>",written by
2421254,145062,"(novel ""Airport"")  <1,1,1>",novel
2421254,203113,"(story)  <2,1,1>",story
2421254,313556,"(screenplay)  <3,1,1>",screenplay
2421550,220419,"(written by)  <1,1,1>",written by
2421643,72405,"(written by)  <1,1,1>",written by
2421720,138404,(writer),writer
2421914,294192,"(written by)  <1,1,1>",written by
2422396,364021,"(story) (as Rob Thompson)  <1,1,1>",story
2422396,396502,"(screenplay) (as Bill Wittliff)  <2,1,1>",screenplay
2422396,396502,"(story) (as Bill Wittliff)  <1,2,1>",story
2422513,112630,"(screenplay)  <2,1,1>",screenplay
2422513,112630,"(story)  <1,1,1>",story
2422513,114620,"(screenplay)  <2,2,1>",screenplay
2422712,108239,"(written by)  <1,1,1>",written by
2422818,187974,(written by),written by
2422979,282625,"(written by)  <1,1,1>",written by
2422996,268000,"(comic book series and comic strip)  <1,1,1>",comic book series and comic strip
2422996,327178,"(screenplay)  <2,1,1>",screenplay
2422996,335665,"(screenplay)  <2,2,1>",screenplay
2423002,136228,"(written by)  <2,1,1>",written by
2423002,268000,"(comic book series and comic strip)  <1,1,1>",comic book series and comic strip
2423004,174942,"(written by)  <2,1,1>",written by
2423004,268000,"(comic book series) (comic strip)  <1,1,1>",comic book series
2423044,245652,"(play)  <1,1,1>",play
2423044,245652,"(screenplay)  <2,1,1>",screenplay
2423061,137503,,
2423104,333067,"(written by)  <1,1,1>",written by
2423139,177522,"(written by)  <1,1,1>",written by
2423315,198221,"(written by)  <1,1,1>",written by
2423437,321652,"(screenplay)  <1,1,1>",screenplay
2423437,334245,"(novel ""Frankenstein; or, The Modern Prometheus"") (as Mary W. Shelley)  <2,1,1>",novel
2423557,130439,"(written by)  <1,1,1>",written by
2424023,154901,"(story)  <2,1,1>",story
2424023,269858,"(screenplay)  <1,1,1>",screenplay
2424038,189747,"(novel ""The Dark Half"")  <1,1,1>",novel
2424038,311303,"(screenplay)  <2,1,1>",screenplay
2424563,24222,"(story ""Farewell to the Master"")  <2,1,1>",story
2424563,266533,"(screenplay)  <1,1,1>",screenplay
2424628,254813,,
2424777,36045,"(screenplay)  <1,1,1>",screenplay
2424777,189747,"(novel)  <2,1,1>",novel
2425159,346343,,
2425205,247900,"(book)  <1,1,1>",book
2425205,325634,"(screenplay)  <2,1,1>",screenplay
2425222,65928,"(story)  <1,1,1>",story
2425222,125308,"(story)  <1,2,1>",story
2425222,301132,"(story)  <1,2,2>",story
2425222,386996,"(screenplay)  <2,1,1>",screenplay
2425222,386996,"(story)  <1,1,2>",story
2425640,333777,"(play)  <1,1,1>",play
2425640,333777,"(written by)  <2,1,1>",written by
2425835,233635,(writer),writer
2425835,391168,"(novel ""The Devil Rides Out"")",novel
2425880,309320,"(story)  <1,1,1>",story
2425880,309320,"<2,1,1>",
2425880,321652,"(story)  <1,2,1>",story
2425936,130439,"(screenplay)  <2,2,1>",screenplay
2425936,209651,"(screenplay)  <2,1,1>",screenplay
2425936,261856,"(novel)  <1,1,1>",novel
2425966,2311,"(book)  <2,1,1>",book
2425966,308043,"(screenplay)  <1,1,1>",screenplay
2425966,385717,"(book) (as Col. George Walton U.S.A.R. Ret.)  <2,2,1>",book
2426074,68628,"(screenplay)  <2,1,1>",screenplay
2426074,172707,"(screenplay)  <2,2,1>",screenplay
2426074,172707,"(story)  <1,1,1>",story
2426074,280128,"(screenplay)  <2,1,2>",screenplay
2426553,153779,"(screenplay)  <1,2,1>",screenplay
2426553,175852,"(screenplay)  <1,1,1>",screenplay
2426553,260874,"(novel)  <2,1,1>",novel
2426757,181630,"(screenplay)  <2,1,1>",screenplay
2426757,181630,"(story)  <1,1,1>",story
2426757,303971,"(story)  <1,2,1>",story
2427282,11887,,
2427355,171333,"(written by) (as J. Randal Johnson)  <1,1,1>",written by
2427355,351632,"(written by)  <1,2,1>",written by
2427591,138404,"(writer)  <1,1,1>",writer
2428475,226314,"(written by)  <1,1,1>",written by
2428555,56758,"(novel)  <1,1,1>",novel
2428555,119972,"(screenplay)  <3,1,1>",screenplay
2428555,146963,"(teleplay) (as Earl Hamner)  <2,1,1>",teleplay
2428555,339459,"(teleplay)  <2,1,2>",teleplay
2428578,322738,"(screenplay)  <2,1,1>",screenplay
2428578,405722,"(play)  <1,1,1>",play
2428775,29852,"(screenplay)  <1,1,2>",screenplay
2428775,85766,"(screenplay)  <1,1,1>",screenplay
2428775,220917,"(screenplay)  <1,1,3>",screenplay
2428775,250503,"(in part on the book ""The Elephant Man: A Study in Human Dignity"")  <3,1,1>",in part on the book
2428775,368907,"(book ""The Elephant Man and Other Reminiscences"") (as Sir Frederick Treves)  <2,1,1>",book
2428934,276185,"(written by)  <1,1,1>",written by
2429043,47396,,
2429043,156131,,
2429253,191372,"(story)  <1,1,1>",story
2429253,191372,"<2,1,1>",
2429253,390066,"(story)  <1,1,2>",story
2429270,68374,,
2429270,138563,"(novel)  <1,1,1>",novel
2429271,138563,"(novel)  <1,1,1>",novel
2429271,177522,"(screenplay)  <2,1,1>",screenplay
2429381,45191,,
2429382,45191,,
2429382,45276,,
2429495,247069,"(screenplay)  <2,1,1>",screenplay
2429495,272058,"(novel)  <1,1,1>",novel
2429506,250233,"<2,1,1>",
2429506,250234,"(story)  <1,1,1>",story
2429962,148805,"(screenplay)  <2,1,1>",screenplay
2429962,239704,"(novel)  <1,1,1>",novel
2430234,35067,"(novel)  <2,1,1>",novel
2430234,35067,"(written for the screen by)  <1,1,1>",written for the screen by
2430236,35067,"(novel ""Legion"")  <2,1,1>",novel
2430236,35067,"(screenplay)  <1,1,1>",screenplay
2430658,191878,"(written by)  <1,1,1>",written by
2430810,189223,"(story)  <1,1,2>",story
2430810,388439,"(story)  <1,1,1>",story
2430810,394502,"(screenplay)  <2,1,1>",screenplay
2430959,214400,"(book)  <1,1,1>",book
2430959,403443,"<2,1,1>",
2431294,913,"(book)  <1,1,1>",book
2431294,355156,"(screenplay)  <2,1,1>",screenplay
2431451,12973,(uncredited),uncredited
2431451,158589,(uncredited),uncredited
2431451,165269,(uncredited),uncredited
2431451,208169,(uncredited),uncredited
2431451,286306,(play),play
2431451,348050,(adaptation),adaptation
2431691,237969,"(written by)  <1,1,2>",written by
2431691,278970,"(written by)  <1,1,1>",written by
2431715,116290,(based on a story by),based on a story by
2431715,116290,(written by),written by
2431715,338729,(based on a story by),based on a story by
2432016,93105,(screenplay),screenplay
2432016,249896,(screenplay),screenplay
2432016,310580,(novel),novel
2432049,31307,"(screenplay)  <2,1,1>",screenplay
2432049,31307,"(story)  <1,1,1>",story
2432049,180646,"(screenplay)  <2,1,2>",screenplay
2432285,61825,"(original story)  <2,1,1>",original story
2432285,61825,"(screenplay)  <1,1,1>",screenplay
2432285,157494,(contributing writer) (uncredited),contributing writer
2432285,223018,"(screenplay) (as Aeneas MacKenzie)  <1,1,2>",screenplay
2432285,375669,(contributing writer) (uncredited),contributing writer
2432424,33343,"(written by)  <2,1,1>",written by
2432424,330761,"(characters)  <1,1,1>",characters
2432757,140040,"(novel)  <1,1,1>",novel
2432757,296568,"(screenplay)  <2,1,1>",screenplay
2432757,300429,"(screenplay)  <2,2,2>",screenplay
2432757,367941,"(screenplay)  <2,2,1>",screenplay
2433039,133185,"(novel)  <1,1,1>",novel
2433039,148805,"(screenplay)  <2,1,1>",screenplay
2433086,201333,"(written by)  <1,1,1>",written by
2433193,289241,(written by),written by
2433314,133034,"(uncredited)  <3,1,1>",uncredited
2433314,230380,"<2,2,1>",
2433314,230449,"(story and screenplay)  <2,1,1>",story and screenplay
2433445,85596,"(written by)  <1,2,1>",written by
2433445,173649,"(written by)  <1,1,2>",written by
2433445,278638,"(written by)  <1,1,1>",written by
2433450,21139,"(animated series) (as Hanna-Barbera Prods Inc.)  <1,1,2>",animated series
2433450,57508,"(written by)  <2,2,1>",written by
2433450,102515,"(written by)  <2,1,2>",written by
2433450,104627,"(written by)  <2,2,2>",written by
2433450,147587,"(animated series) (as Hanna-Barbera Prods Inc.)  <1,1,1>",animated series
2433450,181581,"(written by)  <2,1,1>",written by
2433612,67116,"(writer)  <2,1,1>",writer
2433612,203271,"(story)  <1,1,1>",story
2433613,76141,"(screenplay)  <2,2,1>",screenplay
2433613,203271,"(short story)  <1,1,1>",short story
2433613,289387,"(screenplay)  <2,1,1>",screenplay
2433626,81111,"(screenplay)  <1,3,1>",screenplay
2433626,125713,"(screenplay)  <1,1,1>",screenplay
2433626,125713,"(story)  <2,1,1>",story
2433626,203271,"(characters)  <3,1,1>",characters
2433626,391159,"(screenplay)  <1,2,1>",screenplay
2433626,391160,"(screenplay)  <1,2,2>",screenplay
2433700,71166,(screenplay),screenplay
2433700,71166,(story),story
2433700,402251,,
2433734,55876,"(written by)  <1,1,1>",written by
2433734,157472,"(written by)  <1,2,1>",written by
2433734,289307,(quotation) (uncredited),quotation
2434036,290580,(uncredited),uncredited
2434036,290581,(writer),writer
2434412,30152,"(story)  <2,1,2>",story
2434412,67472,"(story)  <2,1,1>",story
2434412,128334,"(story)  <2,1,8>",story
2434412,164706,"(story)  <2,1,6>",story
2434412,196812,"(story)  <2,1,7>",story
2434412,227398,"(based on the book by)  <1,1,1>",based on the book by
2434412,234457,"(story)  <2,1,5>",story
2434412,244495,"(story)  <2,1,3>",story
2434412,402400,"(story)  <2,1,4>",story
2434561,151716,(uncredited),uncredited
2434561,251677,"(based on the book by)  <2,1,1>",based on the book by
2434561,364852,"(screenplay)  <1,1,1>",screenplay
2434664,170550,"(written by)  <1,1,2>",written by
2434664,385388,"(written by)  <1,1,1>",written by
2434795,164284,"(characters)  <3,1,1>",characters
2434795,353076,"(screenplay)  <1,1,1>",screenplay
2434795,371801,"(screenplay)  <1,2,1>",screenplay
2434795,371801,"(story)  <2,1,1>",story
2434818,25638,"(written by)  <2,1,1>",written by
2434846,347273,"(written by)  <1,1,1>",written by
2434873,35459,"(written by) (as Larry Block)  <1,1,1>",written by
2434963,108976,"(novel)  <2,1,1>",novel
2434963,108976,"(screenplay)  <1,1,1>",screenplay
2435197,41640,"(written by) (as John Brancato)  <1,1,1>",written by
2435197,111855,"(written by)  <1,1,2>",written by
2435394,8071,"(written by)  <1,1,2>",written by
2435394,276372,"(written by) (as Melinda Palmer)  <1,1,1>",written by
2435394,291679,(trading cards) (uncredited),trading cards
2435509,260176,(written by),written by
2435520,260176,"(characters)  <1,1,1>",characters
2435520,260176,"(written by)  <2,1,1>",written by
2435620,204640,"(story)  <1,2,1>",story
2435620,289999,"(story)  <1,1,1>",story
2435620,396247,"(screenplay)  <2,1,1>",screenplay
2435625,27984,(contributor to dialogue) (uncredited),contributor to dialogue
2435625,147388,(contributor to dialogue) (uncredited),contributor to dialogue
2435625,159490,"(musical adaptation)  <2,2,1>",musical adaptation
2435625,183529,"(screen play)  <3,2,2>",screen play
2435625,227272,"(unproduced play ""An Adorable Adventure"") (uncredited)",unproduced play
2435625,229201,"(screen play)  <3,1,1>",screen play
2435625,299968,(contributor to dialogue) (uncredited),contributor to dialogue
2435625,360482,"(from the book by)  <1,1,1>",from the book by
2435625,360482,"(musical play ""Gay Divorce"") (uncredited)",musical play
2435625,388099,"(musical adaptation) (as Kenneth Webb)  <2,1,1>",musical adaptation
2435625,402029,"(screen play)  <3,1,2>",screen play
2435697,38180,"(written by)  <1,1,1>",written by
2435697,394205,"(novel ""The General"")  <2,1,1>",novel
2435713,31036,"(screenplay)  <2,1,1>",screenplay
2435713,88297,"(novel ""The General's Daughter"")  <1,1,1>",novel
2435713,133111,"(screenplay)  <2,2,1>",screenplay
2435881,157707,"(screenplay)  <2,1,1>",screenplay
2435881,160023,"(screenplay) (as Amy Jones)  <2,2,1>",screenplay
2435881,363856,"(novel)  <1,1,1>",novel
2435972,91080,"(from the novel by)  <2,1,1>",from the novel by
2435972,98194,"(screen play)  <1,1,1>",screen play
2435974,133111,"(written by)  <1,1,1>",written by
2435997,81272,"(screenplay) (as W. Scott Darling)  <1,1,1>",screenplay
2435997,360499,"(original story)  <2,1,1>",original story
2436084,185304,"(original story)  <1,1,1>",original story
2436084,338194,"(screenplay)  <2,1,1>",screenplay
2436288,140040,"(story)  <1,1,1>",story
2436288,151995,"(screenplay) (as Al Hayes)  <2,1,1>",screenplay
2437007,119261,"(written by)  <1,1,1>",written by
2437039,49003,,
2437039,175625,"(screenplay ""One of Us"")",screenplay
2437039,389955,"(screenplay ""One of Us"")",screenplay
2437062,44162,"(written by)  <1,1,1>",written by
2437170,179510,"(screenplay)  <1,1,1>",screenplay
2437170,338929,"(book)  <2,1,1>",book
2437277,72405,"(screenplay)  <1,2,1>",screenplay
2437277,295001,"(novel ""The Godfather"")  <2,1,1>",novel
2437277,295001,"(screenplay)  <1,1,1>",screenplay
2437299,72405,"(screenplay)  <1,1,1>",screenplay
2437299,295001,"(novel ""The Godfather"")  <2,1,1>",novel
2437299,295001,"(screenplay)  <1,1,2>",screenplay
2437300,72405,"(written by)  <1,1,2>",written by
2437300,295001,"(written by)  <1,1,1>",written by
2437320,373799,"(written by)  <1,1,1>",written by
2437321,373799,"(written and devised by)  <2,1,1>",written and devised by
2437383,61272,"<1,1,1>",
2437434,171726,"(novel)  <1,1,1>",novel
2437434,292476,"(screenplay)  <2,1,1>",screenplay
2437452,110095,"(written by)  <1,1,1>",written by
2437630,67347,"(screenplay)  <1,1,1>",screenplay
2437630,67347,"(story)  <2,1,1>",story
2437630,149870,"(story)  <2,2,1>",story
2437728,47360,"(based upon the novel by)  <2,1,1>",based upon the novel by
2437728,173713,"(screen play)  <1,1,1>",screen play
2437728,340780,"(screen play)  <1,1,2>",screen play
2437728,390543,"(screen play)  <1,2,1>",screen play
2437803,38944,"(screenplay)  <1,1,1>",screenplay
2437803,246325,"(based upon the novel by)  <2,1,1>",based upon the novel by
2437961,338336,"(written by)  <1,1,1>",written by
2437988,70275,"(screenplay)  <2,1,1>",screenplay
2437988,346413,"(story)  <1,1,1>",story
2438101,132677,(written by),written by
2438147,154700,"(screenplay)  <1,2,1>",screenplay
2438147,388049,"(based on the novel by)  <2,1,1>",based on the novel by
2438147,394577,"(screenplay)  <1,1,1>",screenplay
2438272,175852,"(screen play)  <1,1,1>",screen play
2438272,349282,"(based on the novel by)  <2,1,1>",based on the novel by
2438279,54400,"(novella)  <1,1,1>",novella
2438279,103164,"(screenplay)  <2,2,1>",screenplay
2438279,337398,"(screenplay)  <2,1,1>",screenplay
2438541,61272,"(written by)  <1,1,1>",written by
2438568,43361,"(book)  <1,1,1>",book
2438568,49039,"(screenplay)  <2,2,1>",screenplay
2438568,67116,"(screenplay)  <2,1,1>",screenplay
2438716,387361,"(written by)  <1,1,1>",written by
2438760,67455,"(story adapted by)  <1,1,4>",story adapted by
2438760,122801,"(based on ""Basil Of Baker Street"")  <2,1,2>",based on
2438760,128334,"(story adapted by)  <1,1,2>",story adapted by
2438760,164706,"(story adapted by)  <1,1,3>",story adapted by
2438760,234457,"(story adapted by)  <1,1,8>",story adapted by
2438760,244495,"(story adapted by) (as Dave Michener)  <1,1,9>",story adapted by
2438760,253500,"(story adapted by) (as Bruce M. Morris)  <1,1,6>",story adapted by
2438760,257643,"(story adapted by)  <1,1,5>",story adapted by
2438760,268219,"(story adapted by)  <1,1,7>",story adapted by
2438760,333700,"(story adapted by) (as Melvin Shaw)  <1,1,10>",story adapted by
2438760,365578,"(based on ""Basil Of Baker Street"")  <2,1,1>",based on
2438760,402400,"(story adapted by) (as Pete Young)  <1,1,1>",story adapted by
2438765,178390,"(written by)  <1,2,1>",written by
2438765,279762,"(written by)  <1,1,1>",written by
2438765,312124,"(written by)  <1,2,2>",written by
2438765,359769,"(written by)  <1,1,2>",written by
2438827,100918,"(original story)  <2,1,1>",original story
2438827,312908,"(original story) (as Arthur Ross)  <2,1,2>",original story
2438827,312908,"(screenplay) (as Arthur Ross)  <1,1,1>",screenplay
2438866,55273,"(written for the screen by)  <2,1,1>",written for the screen by
2438866,71225,"(novel)  <1,1,1>",novel
2438866,299944,(uncredited),uncredited
2438986,154297,"(screenplay)  <1,1,1>",screenplay
2438986,334316,"(screenplay)  <1,2,1>",screenplay
2439001,238413,"(screenplay)  <1,1,1>",screenplay
2439154,58999,"(story)  <2,1,3>",story
2439154,118290,"(screenplay)  <1,1,1>",screenplay
2439154,118290,"(story)  <2,1,1>",story
2439154,125374,(additional writer) (uncredited),additional writer
2439154,221017,"(screenplay)  <1,1,2>",screenplay
2439154,347280,"(screenplay)  <1,1,3>",screenplay
2439154,347280,"(story)  <2,1,2>",story
2439306,81111,"(screenplay)  <2,1,1>",screenplay
2439306,189747,"(novel)  <1,1,1>",novel
2439451,363856,"(novel)  <1,1,1>",novel
2439451,390828,"(screenplay)  <2,1,1>",screenplay
2439616,119991,"(screenplay)  <2,3,1>",screenplay
2439616,138508,"(novel ""The Nanny"")  <1,1,1>",novel
2439616,138508,"(screenplay)  <2,2,1>",screenplay
2439616,381973,"(screenplay)  <2,1,1>",screenplay
2439860,116353,"(written for the screen by)  <2,1,1>",written for the screen by
2439860,223144,"(novel) (as Alistair Maclean)  <1,1,1>",novel
2440155,337635,"(written by)  <1,1,1>",written by
2440247,114108,,
2440300,32378,"(book)  <2,1,1>",book
2440300,55825,"(screenplay)  <3,1,1>",screenplay
2440300,75766,"(book)  <2,2,1>",book
2440300,75766,"(play)  <1,1,1>",play
2440730,363677,,
2440732,129422,"(screenplay)  <1,1,1>",screenplay
2440732,170594,"(novel ""The Haunting of Hill House"")  <2,1,1>",novel
2440733,170594,"(novel ""The Haunting of Hill House"")  <2,1,1>",novel
2440733,330575,"(screenplay)  <1,1,1>",screenplay
2441467,106712,"(novel)  <1,1,1>",novel
2441467,138378,"(screenplay)  <2,1,1>",screenplay
2441476,195472,"(written by) (as Bob Hunt)  <1,1,1>",written by
