movieid,time,addition,time1,addition1
2378535,97,,97,
2378594,102,,102,
2378750,106,,106,
2378750,117,(extended version),117,extended version
2378750,126,(extended version),126,extended version
2378853,115,,115,
2378853,117,(unrated version),117,unrated version
2379184,84,,84,
2379184,81,(DVD edition),81,DVD edition
2379192,96,,96,
2379192,95,,95,
2380109,121,,121,
2380932,111,,111,
2380949,80,,80,
2380982,114,,114,
2381332,92,,92,
2381332,92,(Mar del Plata Film Festival),92,Mar del Plata Film Festival
2381528,106,,106,
2381959,90,,90,
2381959, 85,(TV premiere),85,TV premiere
2382368,142,,142,
2382687,123,,123,
2382687,147,(director's cut),147,director's cut
2383252,110,,110,
2383252,115,,115,
2383252, 104,(cut version),104,cut version
2383280,99,,99,
2383305,90,,90,
2383350,181,,181,
2383956,104,,104,
2383956,96,,96,
2384304,19,,19,
2384418,124,(international version),124,international version
2384418,89,(Video Version),89,Video Version
2384418,105,(theatrical version),105,theatrical version
2384418,138,(director's cut),138,director's cut
2384418,150,(original cut),150,original cut
2384520,143,,143,
2384520,127,(1980 video release),127,1980 video release
2384520,151,(2000 restoration),151,2000 restoration
2384532,127,,127,
2384532,116,(Richard Donner Cut),116,Richard Donner Cut
2384535,125,,125,
2384536,90,(theatrical version),90,theatrical version
2384536,93,(1987),93,1987
2384536,134,(original cut),134,original cut
2384735,81,,81,
2385207,80,(DVD),80,DVD
2385207,85,(Director's Cut DVD),85,Director's Cut DVD
2385207,83,,83,
2385744,125,,125,
2385772,96,,96,
2386139,99,,99,
2386293,96,,96,
2387087,91,,91,
2387087,89,(DVD version),89,DVD version
2387087,93,(DVD version),93,DVD version
2387903,89,,89,
2388125,95,,95,
2388316,115,,115,
2388445,101,,101,
2388540,112,,112,
2388613,96,,96,
2388702,126,,126,
2388790,118,,118,
2388990,102,,102,
2388990,101,,101,
2389414,85,,85,
2390303,103,,103,
2390631,92,,92,
2390996,96,,96,
2391515,95,,95,
2392001,96,,96,
2392533,108,,108,
2393241,85,,85,
2393853,92,,92,
2393856,93,,93,
2393876,98,,98,
2393957,89,,89,
2394155,96,,96,
2394206,87,,87,
2394293,98,,98,
2394728,114,,114,
2395044,115,,115,
2395044,126,,126,
2395255,104,,104,
2395942,100,,100,
2395953,80,,80,
2396028,100,,100,
2396028,122,,122,
2396330,88,,88,
2396366,80,,80,
2396366,90,,90,
2396366,83,,83,
2396390,200,(12 episodes),200,12 episodes
2396390,86,(feature),86,feature
2396390,61,(feature),61,feature
2397128,113,,113,
2397128,110,(cut version),110,cut version
2397272,101,,101,
2397663,117,,117,
2397781,96,,96,
2398900,93,,93,
2398907,88,,88,
2398908,96,,96,
2400037,101,,101,
2400056,94,,94,
2400921,100,,100,
2400921,92,(TCM print),92,TCM print
2401353,84,,84,
2401441,115,,115,
2401724,102,,102,
2401724,97,(TV version),97,TV version
2401750,137,,137,
2401750,152,(special edition),152,special edition
2401750,154,(extended special edition),154,extended special edition
2401814,132,,132,
2402234,80,,80,
2402234,81,(DVD version),81,DVD version
2402490,118,(1998 alternate version),118,1998 alternate version
2402490,137,(18.7 fps),137,18.7 fps
2402836,83,,83,
2402836,83,(Mar del Plata Film Festival),83,Mar del Plata Film Festival
2402907,103,,103,
2403659,112,,112,
2403807,105,,105,
2403883,108,,108,
2403883,149,(Director's cut),149,Director's cut
2404002,102,,102,
2404248,101,,101,
2404464,102,,102,
2404844,93,,93,
2405097,86,,86,
2405559,88,,88,
2405780,91,,91,
2405780,85,,85,
2405818,92,,92,
2405835,139,(original version),139,original version
2405835,171,(special edition),171,special edition
2405972,111,,111,
2406080,99,,99,
2406092,82,,82,
2406259,103,,103,
2406308,73,,73,
2406308,89,,89,
2406458,92,,92,
2406458,92,,92,
2406458,94,,94,
2406458,90,(DVD edition),90,DVD edition
2406458,96,,96,
2406464,104,,104,
2406475,102,,102,
2406479,92,,92,
2406492,99,,99,
2406749,105,,105,
2406808,139,,139,
2406910,107,,107,
2407102,83,,83,
2407115,108,,108,
2407308,84,,84,
2407308,81,,81,
2407502,114,,114,
2407577,117,,117,
2408078,125,,125,
2408096,62,,62,
2408133,134,,134,
2408166,100,,100,
2408167,88,,88,
2408389,78,,78,
2408482,115,,115,
2408762,117,,117,
2408762,116,(cut version),116,cut version
2408977,112,,112,
2409051,119,(Ontario),119,Ontario
2409051,111,,111,
2409051,115,,115,
2409070,114,,114,
2409105,109,,109,
2409402,89,,89,
2409655,84,,84,
2409655,89,,89,
2409708,94,,94,
2409717,90,,90,
2409764,101,,101,
2409949,129,,129,
2410182,112,,112,
2410273,112,(Turner library print) (copyright length),112,Turner library print copyright length
2410338,72,,72,
2410484,96,,96,
2410667,102,,102,
2410686,80,,80,
2410691,83,,83,
2410916,84,,84,
2410977,8,,8,
2411034,99,,99,
2411215,105,,105,
2411361,112,,112,
2411492,114,,114,
2411558,68,(DVD),68,DVD
2411558,92,,92,
2411762,120,,120,
2411839,172,,172,
2412295,92,,92,
2412397,17,(approx.),17,approx.
2412502,105,,105,
2412514,84,,84,
2412518,165,,165,
2412620,100,,100,
2412638,91,,91,
2412676,90,,90,
2412686,117,,117,
2412740,91,,91,
2412859,114,,114,
2412859,116,(pre-release version),116,pre-release version
2412879,98,,98,
2412918,86,,86,
2412945,89,,89,
2413158,117,,117,
2413168,119,,119,
2413457,80,,80,
2413536,98,,98,
2413799,81,,81,
2413948,86,,86,
2413948,82,,82,
2414050,85,,85,
2414153,104,,104,
2414225,133,,133,
2414225,148,(extended version),148,extended version
2414400,77,,77,
2414419,129,,129,
2414571,118,,118,
2414595,125,,125,
2414767,108,,108,
2414767, 102,(cut),102,cut
2414877,89,,89,
2415240,114,,114,
2415240,107,,107,
2415427,125,,125,
2415427, 100,,100,
2415482,90,,90,
2415512,82,(uncut version),82,uncut version
2415512,70,(TCM print),70,TCM print
2415560,89,,89,
2415703,97,,97,
2415723,86,,86,
2415946,115,,115,
2415964,161,,161,
2415971,135,,135,
2416139,100,(TCM print),100,TCM print
2416189,90,,90,
2416319,108,,108,
2416319,106,,106,
2416380,98,,98,
2416410,97,,97,
2416504,114,,114,
2416982,30,,30,
2417002,107,,107,
2417002,98,,98,
2417211,111,,111,
2417216,96,,96,
2417640,110,,110,
2418230,91,,91,
2418253,85,,85,
2418326,104,,104,
2418525,107,,107,
2418525,109,(director's cut),109,director's cut
2418557,102,,102,
2418562,105,,105,
2418562,101,,101,
2418704,113,,113,
2418726,121,,121,
2419706,126,,126,
2419797,71,,71,
2419930,75,,75,
2419930,76,,76,
2419930,78,(uncut version),78,uncut version
2419964,98,,98,
2419964, 93,,93,
2420111,119,,119,
2420229,93,,93,
2420229,90,,90,
2420761,154,,154,
2420795,119,,119,
2421052,118,,118,
2421210,91,,91,
2421254,113,,113,
2421254,132,(TV version),132,TV version
2421550,126,,126,
2421643,113,,113,
2421720,124,,124,
2421720,98,(R-rated version),98,R-rated version
2421914,110,,110,
2422396,102,,102,
2422513,101,,101,
2422712,88,,88,
2422818,105,,105,
2422979,111,,111,
2422996,102,,102,
2422996,97,,97,
2422996,98,(cut version),98,cut version
2423002,84,,84,
2423004,102,,102,
2423044,124,,124,
2423061,81,,81,
2423061,92,,92,
2423072,76,,76,
2423104,89,,89,
2423139,112,,112,
2423315,97,,97,
2423437,82,,82,
2423437,83,,83,
2423557,101,,101,
2424023,93,,93,
2424038,122,,122,
2424563,92,,92,
2424563,85,,85,
2424628,87,,87,
2424628,81,(TV version),81,TV version
2424777,103,,103,
2425159,100,,100,
2425160,93,,93,
2425205,106,,106,
2425222,182,,182,
2425640,94,,94,
2425835,96,,96,
2425835,95,,95,
2425880,96,,96,
2425936,144,,144,
2425936,136,(TV version),136,TV version
2425966,130,,130,
2426074,107,,107,
2426553,150,,150,
2426757,112,,112,
2427282,83,,83,
2427282,75,(R-rated version),75,R-rated version
2427355,140,,140,
2427591,108,,108,
2428475,117,,117,
2428555,116,,116,
2428555,112,,112,
2428578,100,,100,
2428775,124,,124,
2428934,114,,114,
2429043,118,,118,
2429253,122,,122,
2429270,105,,105,
2429271,102,,102,
2429381,95,,95,
2429382,109,,109,
2429495,162,,162,
2429506,99,,99,
2429962,129,,129,
2430234,122,,122,
2430234,132,(director's cut),132,director's cut
2430236,110,,110,
2430482,79,,79,
2430658,114,,114,
2430658,110,,110,
2430810,104,,104,
2430959,131,,131,
2431294,116,,116,
2431294,112,,112,
2431294,114,,114,
2431451,94,,94,
2431451,100,,100,
2431451,112,(theatrical version) (2012),112,theatrical version 2012
2431451,129,,129,
2431691,97,,97,
2431715,88,(DVD version),88,DVD version
2431715,98,,98,
2432016,100,,100,
2432016,101,,101,
2432016,95,(DVD edition),95,DVD edition
2432049,126,,126,
2432285,100,,100,
2432392,108,,108,
2432424,108,,108,
2432757,154,,154,
2433039,103,,103,
2433086,137,,137,
2433193,106,,106,
2433193,106,,106,
2433314,100,,100,
2433445,91,,91,
2433450,90,,90,
2433612,94,,94,
2433613,96,,96,
2433626,105,,105,
2433700,69,,69,
2433734,89,,89,
2434036,89,,89,
2434036,92,,92,
2434412,83,,83,
2434561,104,,104,
2434664,110,,110,
2434664,123,(director's cut),123,director's cut
2434795,130,,130,
2434818,91,,91,
2434846,99,,99,
2434873,96,,96,
2434873,80,(video version),80,video version
2434873,90,(cut),90,cut
2434963,118,,118,
2435197,129,,129,
2435394,96,,96,
2435394,100,,100,
2435509,85,,85,
2435520,90,,90,
2435520,93,,93,
2435620,97,,97,
2435625,107,,107,
2435697,124,,124,
2435713,116,,116,
2435881,115,,115,
2435881,116,(uncut version),116,uncut version
2435972,104,,104,
2435974,109,,109,
2435997,67,,67,
2436084,74,,74,
2436288,114,,114,
2437007,110,,110,
2437007,110,,110,
2437039,109,,109,
2437062,91,,91,
2437170,84,,84,
2437277,175,,175,
2437299,200,,200,
2437300,162,,162,
2437300,169,(video version),169,video version
2437320,109,,109,
2437321,98,,98,
2437383,95,"(24 fps) (original version: Los Angeles, California, 1925)",95,"24 fps original version Los Angeles, California, 1925"
2437383,72,(1942 re-release),72,1942 re-release
2437383,81,"(24 fps) (edited version: New York release, 1925)",81,"24 fps edited version New York release, 1925"
2437434,130,,130,
2437452,94,,94,
2437630,105,,105,
2437728,138,,138,
2437803,104,,104,
2437803,104,,104,
2437803,103,,103,
2437961,111,,111,
2437988,114,,114,
2438101,115,,115,
2438147,106,,106,
2438272,129,,129,
2438272, 108,(cut version),108,cut version
2438279,107,,107,
2438541,125,,125,
2438568,172,,172,
2438716,85,,85,
2438760,74,,74,
2438765,95,,95,
2438827,160,,160,
2438827,146,(DVD edition),146,DVD edition
2438866,115,,115,
2438986,91,,91,
2439001,176,,176,
2439001,185,(roadshow version),185,roadshow version
2439001, 110,,110,
2439154,152,,152,
2439306,189,,189,
2439451,110,,110,
2439616,92,,92,
2439616,98,,98,
2439860,158,,158,
2439860,156,,156,
2440155,110,,110,
2440247,91,,91,
2440300,141,,141,
2440300,118,,118,
2440300,159,(re-release),159,re-release
2440300,164,(original version),164,original version
2440730,112,(DVD version),112,DVD version
2440730,89,,89,
2440732,112,,112,
2440733,113,,113,
2440733,112,,112,
2441467,114,,114,
2441476,96,,96,
2441559,74,,74,
2441791,88,,88,
2441957,71,,71,
2442181,91,,91,
2442666,170,,170,
2442759,130,,130,
2442836,112,,112,
2442836,102,,102,
2443071,85,,85,
2443099,140,,140,
2443099,141,,141,
2443099,146,,146,
2443201,91,,91,
2443214,111,,111,
2443380,91,,91,
2443380,87,,87,
2443403,97,,97,
2443509,134,,134,
2443522,106,,106,
2443522,111,,111,
2443624,146,,146,
2443655,134,,134,
2443779,112,,112,
2443864,117,,117,
2443864,119,(TCM print),119,TCM print
2444103,101,,101,
2444128,105,,105,
2444223,80,,80,
2444273,94,,94,
2444351,96,,96,
2444539,110,,110,
2444638,110,,110,
2444642,100,,100,
2444704,157,,157,
2444722,102,,102,
2445189,71,,71,
2445248,109,,109,
2445287,86,,86,
2445390,96,,96,
2445390,99,(director's cut),99,director's cut
2445527,124,,124,
2445594,81,,81,
2445757,94,,94,
2445763,82,,82,
2445763,82,,82,
2445832,106,,106,
2445853,91,,91,
2446143,91,,91,
2446151,101,,101,
2446203,139,,139,
2446368,78,,78,
2446369,111,,111,
2446421,118,,118,
2446494,126,,126,
2446501,113,,113,
2446644,83,,83,
2446778,50,(1971 edit with new Chaplin score),50,1971 edit with new Chaplin score
2446778,68,,68,
2446778,54,,54,
2446782,104,,104,
2446984,69,,69,
2447022,85,,85,
2447027,141,,141,
2447082,138,,138,
2447114,91,,91,
2447163,133,,133,
2447164,87,,87,
2447248,103,,103,
2447823,94,,94,
2447864,96,,96,
2448078,111,,111,
2448577,87,,87,
2448585,113,,113,
2448629,104,,104,
2448671,163,,163,
2448671,219,(television version),219,television version
2448908,85,,85,
2449148,118,,118,
2449148,127,(director's cut),127,director's cut
2449330,103,,103,
2449498,164,,164,
2449525,92,,92,
2449530,116,,116,
2449729,102,,102,
2449729,102,,102,
2449729,104,,104,
2449747,112,,112,
2449747,117,(director's cut),117,director's cut
2450038,107,,107,
2450038,140,(director's cut),140,director's cut
2450051,94,,94,
2450102,100,,100,
2450102,95,(TV version),95,TV version
2450394,67,,67,
2450589,87,,87,
2450945,90,,90,
2451008,116,,116,
2451328,89,,89,
2451386,86,,86,
2451456,89,,89,
2451832,83,,83,
2451897,93,(TCM print),93,TCM print
2451910,82,,82,
2451959,72,,72,
2452304,124,,124,
2452580,112,,112,
2452617,121,,121,
2452719,97,,97,
2452768,178,,178,
2452910,132,,132,
2452938,86,,86,
2452983,106,,106,
2453256,102,,102,
2453314,101,,101,
2453333,129,,129,
2453494,88,,88,
2453747,99,,99,
2453777,96,,96,
2454098,18,,18,
2454234,107,,107,
2454636,128,,128,
2455724,100,,100,
2456019,94,,94,
2456020,75,,75,
2456021,120,,120,
2456181,129,,129,
2456218,115,,115,
2456265,103,,103,
2456292,104,,104,
2456555,91,,91,
2456557,93,,93,
2456585,119,,119,
2456586,125,,125,
2456637,126,,126,
2456741,100,(restored version) (20 fps),100,restored version 20 fps
2456741,110,,110,
2456741,110,(20 fps),110,20 fps
2456741,101,(theatrical version) (2012),101,theatrical version 2012
2456944,94,,94,
2456944,90,(censored version),90,censored version
2457168,101,,101,
2457188,136,,136,
2457234,89,,89,
2457384,95,,95,
2457395,97,,97,
2457441,88,,88,
2457441,90,,90,
2457464,136,,136,
2458438,100,,100,
2458457,100,,100,
2458457,99,,99,
2458634,89,,89,
2458858,111,,111,
2458984,126,,126,
2458984,122,(DVD),122,DVD
2459227,125,,125,
2459369,92,,92,
2459443,77,,77,
2459538,91,,91,
2459856,103,,103,
2459965,117,,117,
2460167,57,,57,
2460167,57,,57,
2460382,73,,73,
2460383,88,,88,
2460384,125,,125,
2460384,115,(cut),115,cut
2460402,62,,62,
2460404,61,,61,
2460406,67,,67,
2460410,60,,60,
2460419,85,,85,
2460419,89,(video version),89,video version
2460422,95,,95,
2460432,94,,94,
2460492,97,,97,
2461007,93,,93,
2461085,85,,85,
2461086,85,,85,
2461096,98,,98,
2461096,93,,93,
2461289,134,,134,
2461289,144,(Director's Cut),144,Director's Cut
2461385,90,,90,
2461385, 82,(cut version),82,cut version
2461485,140,,140,
2461549,91,,91,
2461598,114,,114,
2461620,90,,90,
2461620,86,,86,
2461620,89,,89,
2461620,89,,89,
2461621,95,,95,
2461621,100,,100,
2461621,95,,95,
2461650,112,,112,
2462106,113,,113,
2462106,123,(Extended Edition),123,Extended Edition
2462112,108,,108,
2462112,99,(TV version),99,TV version
2462153,107,,107,
2462177,96,,96,
2462304,93,,93,
2462408,106,,106,
2462515,76,,76,
2462595,133,,133,
2462958,107,,107,
2462959,95,,95,
2463037,111,,111,
2463128,105,,105,
2463129,97,,97,
2463153,130,,130,
2463153,120,,120,
2463462,86,,86,
2463620,100,,100,
2463622,98,,98,
2463624,111,,111,
2463624,107,(cut version),107,cut version
2463946,90,,90,
2463959,105,,105,
2464197,115,,115,
2464545,129,,129,
2464635,90,,90,
2464684,116,,116,
2464684,103,,103,
2464699,135,,135,
2464777,114,(2005 edition),114,2005 edition
2464777,91,,91,
2464994,80,,80,
2464994,100,,100,
2465091,101,,101,
2465142,98,,98,
2465145,88,,88,
2465208,112,,112,
2465224,113,,113,
2465279,115,(re-release),115,re-release
2465279,119,(re-release),119,re-release
2465279,125,,125,
2465279,132,(original release),132,original release
2465279,94,(edited television version),94,edited television version
2465279,112,,112,
2465320,129,,129,
2465321,127,,127,
2465773,165,,165,
2465773,175,(extended version),175,extended version
2465893,124,,124,
2465999,141,,141,
2466152,129,,129,
2466194,113,,113,
2466403,130,,130,
2466489,96,,96,
2466584,84,,84,
2466643,100,,100,
2466743,93,,93,
2466743,95,(1929 re-release),95,1929 re-release
2466743,93,,93,
2466743,106,(Ontario),106,Ontario
2466743,101,(original release),101,original release
2466743,107,(DVD version),107,DVD version
2466743,92,(1995 version),92,1995 version
2466782,112,,112,
2466916,121,,121,
2466916,114,,114,
2467141,126,,126,
2467591,124,,124,
2467606,104,,104,
2467606,90,,90,
2467655,75,,75,
2467655,92,(theatrical version) (2012),92,theatrical version 2012
2467993,99,,99,
2468093,121,,121,
2468205,144,,144,
2468209,117,,117,
2468266,177,,177,
2468270,122,,122,
2468555,123,,123,
2468663,97,,97,
2469053,99,,99,
2469075,132,,132,
2469104,98,,98,
2469496,88,,88,
2469602,112,,112,
2469755,98,,98,
2469815,110,,110,
2469819,113,,113,
2470056,109,,109,
2470130,82,,82,
2470287,112,,112,
2470444,95,,95,
2470520,107,,107,
2470557,129,,129,
2470575,93,,93,
2470575,93,,93,
2470575,92,,92,
2470769,104,,104,
2470910,135,,135,
2471102,100,,100,
2471175,86,,86,
2471217,128,,128,
2471265,105,,105,
2472087,93,,93,
2472244,110,,110,
2472260,94,,94,
2472260,96,(TCM print),96,TCM print
2472292,134,,134,
2472391,87,,87,
2472391,96,(extended cut),96,extended cut
2472393,118,,118,
2472393,114,,114,
2472465,78,,78,
2472467,77,,77,
2472800,113,,113,
2472807,95,(uncut version),95,uncut version
2472807,90,,90,
2472807,93,,93,
2472807,82,(video) (1997),82,video 1997
2472807,86,,86,
2472807,83,(DVD),83,DVD
2472807,86,(cut version),86,cut version
2473007,94,,94,
2473215,193,,193,
2473304,79,,79,
2473585,122,,122,
2473638,108,,108,
2473798,89,,89,
2473917,118,,118,
2474020,136,,136,
2474065,108,,108,
2474100,100,,100,
2474100,98,(edited version),98,edited version
2474705,79,,79,
2474705,83,(extended version),83,extended version
2474742,154,,154,
2474783,106,,106,
2474783,109,,109,
2474888,101,,101,
2475103,87,,87,
2475166,116,,116,
2475195,108,,108,
2475195,103,,103,
2475195,103,,103,
2475387,117,,117,
2475387,118,,118,
2475423,97,,97,
2475442,77,,77,
2475680,98,(2000 restored version),98,2000 restored version
2475680,115,,115,
2475682,135,,135,
2475939,101,,101,
2476119,120,,120,
2476201,80,,80,
2476233,119,,119,
2476335,88,,88,
2476415,60,,60,
2476422,95,,95,
2476484,101,,101,
2476743,82,,82,
2476750,103,,103,
2477259,97,,97,
2477403,108,,108,
2477403,93,(edited version),93,edited version
2477524,91,,91,
2477525,104,,104,
2477653,142,,142,
2477732,138,,138,
2477894,119,(cut) (European version),119,cut European version
2477894,142,(cut),142,cut
2477894,146,(original version),146,original version
2477986,104,,104,
2477986,89,,89,
2477986,89,,89,
2478017,99,,99,
2478105,93,,93,
2478286,116,,116,
2478414,118,,118,
2479024,107,,107,
2479029,107,,107,
2479085,77,(Hypercube restored version),77,Hypercube restored version
2479134,106,,106,
2479393,146,,146,
2479393,127,,127,
2479418,77,,77,
2479771,114,,114,
2479989,68,(1969 alternate version),68,1969 alternate version
2480294,174,,174,
2480359,50,,50,
2480499,110,,110,
2480572,110,,110,
2480579,82,,82,
2480764,83,,83,
2480924,117,,117,
2481073,125,,125,
2481073,123,(cut version),123,cut version
2481424,109,,109,
2481424,110,,110,
2481584,115,,115,
2481584,100,(2004 DVD release),100,2004 DVD release
2481584,110,(2001 DVD release),110,2001 DVD release
2481636,90,,90,
2481665,129,,129,
2482169,95,,95,
2482282,112,,112,
2482834,94,,94,
2482876,97,,97,
2482887,114,,114,
2482925,81,,81,
2482925,85,,85,
2482984,110,,110,
2483077,100,,100,
2483187,122,,122,
2483470,90,,90,
2483470,90,,90,
2483470,89,,89,
2483470,90,,90,
2483519,112,,112,
2483674,79,,79,
2483838,104,,104,
2483957,139,,139,
2484054,122,,122,
2484082,100,,100,
2484104,87,,87,
2484104,81,(TV version),81,TV version
2484656,107,,107,
2484852,98,,98,
2484853,101,(original uncut version),101,original uncut version
2484853,89,(Ontario) (cut),89,Ontario cut
2484924,101,,101,
2485001,103,,103,
2485008,91,,91,
2485013,170,,170,
2485015,109,,109,
2485041,87,,87,
2485041,81,(re-issue version),81,re-issue version
2485041,85,(original US 16 mm television syndication prints),85,original US 16 mm television syndication prints
2485156,104,,104,
2485156,93,,93,
2485163,119,,119,
2485237,100,,100,
2485256,102,,102,
2485257,113,,113,
2485327,71,,71,
2485393,105,,105,
2485547,91,,91,
2485620,99,,99,
2485682,77,,77,
2485831,82,,82,
2485971,81,,81,
2485971,81,,81,
2486246,165,,165,
2486283,87,,87,
2486283,87,(Mar del Plata Film Festival),87,Mar del Plata Film Festival
2486283,78,,78,
2486283,92,,92,
2486283,78,(R-rated version),78,R-rated version
2486283,82,(unrated version: Directors Cut),82,unrated version Directors Cut
2486285,96,,96,
2486285,102,(Unrated Director's Cut),102,Unrated Director's Cut
2486285,103,(unrated version),103,unrated version
2486286,102,(director's cut),102,director's cut
2486655,84,,84,
2486655,85,,85,
2486817,126,,126,
2487055,94,,94,
2487095,108,,108,
2487210,99,,99,
2487295,9,,9,
2487366,103,,103,
2487415,97,,97,
2487653,91,,91,
2487726,94,,94,
2487884,137,,137,
2488034,93,,93,
2488034,92,,92,
2488034,91,,91,
2488034,91,,91,
2488034,91,,91,
2488227,171,,171,
2488375,88,,88,
2488990,119,,119,
2489145,106,,106,
2489362,100,,100,
2489534,100,,100,
2489627,129,,129,
2489677,99,,99,
2490074,97,,97,
2490074,90,(TV version),90,TV version
2490655,85,,85,
2490779,88,,88,
2490945,126,,126,
2490998,96,,96,
2491016,98,,98,
2491020,119,(DVD),119,DVD
2491020,123,,123,
2491068,85,,85,
2491349,90,,90,
2491493,118,,118,
2491565,119,,119,
2491565,120,,120,
2491802,357,,57,
2491830,95,,95,
2492491,98,,98,
2492509,111,,111,
2492644,101,,101,
2492725,145,,145,
2492771,93,,93,
2493094,102,,102,
2493184,117,,117,
2493184, 105,,105,
2493193,108,,108,
2493193,95,(TV version),95,TV version
2493239,98,,98,
2493444,101,,101,
2493503,70,,70,
2493709,88,,88,
2493775,133,,133,
2493900,106,,106,
2493900,102,,102,
2494140,128,,128,
2494739,105,,105,
2494787,30,,30,
2494814,121,,121,
2494890,115,,115,
2494910,103,,103,
2494924,115,,115,
2495198,99,,99,
2495779,130,,130,
2495820,94,,94,
2496353,119,,119,
2496353,107,(TV version),107,TV version
2496353,130,(extended cut),130,extended cut
2496608,98,,98,
2496767,92,,92,
2496783,98,,98,
2496840,129,(original version),129,original version
2496840,120,(current version),120,current version
2497211,100,,100,
2497303,115,,115,
2497412,92,,92,
2497499,98,,98,
2497612,98,,98,
2498040,119,,119,
2498040,121,,121,
2498143,82,,82,
2498578,100,,100,
2498766,85,,85,
2499216,63,,63,
2499216,55,,55,
2499368,117,,117,
2499488,114,,114,
2499704,113,,113,
2499704,105,(German version),105,German version
2499704,104,,104,
2499854,115,,115,
2499970,98,,98,
2500022,93,,93,
2500735,87,,87,
2500735,86,,86,
2500735,86,,86,
2500886,130,,130,
2500912,115,,115,
2501253,99,,99,
2501343,99,,99,
2502098,94,,94,
2502334,101,,101,
2502501,75,,75,
2503087,116,,116,
2503087,103,(original release),103,original release
2503087,110,,110,
2503342,101,,101,
2503584,99,,99,
2503810,135,,135,
2503827,112,,112,
2504015,85,,85,
2504449,94,,94,
2504464,98,,98,
2504469,194,,194,
2504794,162,,162,
2504995,99,,99,
2505066,106,,106,
2505110,106,,106,
2505110,110,,110,
2505183,93,,93,
2505263,129,,129,
2505515,105,,105,
2505595,109,,109,
2506826,101,,101,
2507383,87,,87,
2507383,87,(Mar del Plata Film Festival),87,Mar del Plata Film Festival
2507620,115,,115,
2507620,126,,126,
2507620,125,,125,
2507620,115,,115,
2507690,128,,128,
2507690,121,(director's cut),121,director's cut
2507787,97,,97,
2508020,130,,130,
2508020,134,(director's cut),134,director's cut
2508085,111,,111,
2508103,97,,97,
2508265,119,,119,
2509455,110,,110,
2509481,101,,101,
2509481,81,(re-release) (re-edited version),81,re-release re-edited version
2509643,127,(edited version),127,edited version
2509643,143,,143,
2509643,125,,125,
2509799,160,,160,
2509841,144,,144,
2509841,160,(Extended Japanese Edition 2009),160,Extended Japanese Edition 2009
2509841,149,,149,
2509841,137,,137,
2510141,128,,128,
2510141,126,,126,
2510141,126,,126,
2510141,118,,118,
2510661,111,,111,
2510683,113,,113,
2511051,96,,96,
2511131,111,(restored version),111,restored version
2511131,95,,95,
2511131,111,(1998 alternate version),111,1998 alternate version
2511131,106,(DVD edition),106,DVD edition
2511131,108,(1975 alternate version),108,1975 alternate version
2511131,112,(director's cut),112,director's cut
2511307,104,,104,
2511419,85,,85,
2512048,81,,81,
2512048,74,(TV version),74,TV version
2512050,92,,92,
2512050,82,(TV version),82,TV version
2512132,118,,118,
2512132,122,(FMC Library Print) (dvd release),122,FMC Library Print dvd release
2512542,116,,116,
2513057,89,,89,
2513082,103,,103,
2513237,94,,94,
2513519,80,,80,
2514865,101,,101,
2514980,116,,116,
2515489,95,,95,
2515573,86,,86,
2516147,98,,98,
2516166,107,,107,
2516358,89,,89,
2516406,98,,98,
2517067,94,,94,
2517305,116,,116,
2517391,93,,93,
2517414,91,,91,
2517415,98,,98,
2517416,99,,99,
2517491,123,,123,
2517491,120,,120,
2518007,83,,83,
2518391,127,,127,
2518423,128,,128,
2518451,141,,141,
2518541,120,,120,
2518541,121,(unrated director's cut),121,unrated director's cut
2518736,107,,107,
2518905,106,,106,
2519338,96,,96,
2520062,105,,105,
2520326,102,,102,
2520706,99,,99,
2520712,100,,100,
2520896,86,,86,
2521170,96,,96,
2521170,97,,97,
2521605,12,,12,
2521652,129,,129,
2521851,94,,94,
2521986,111,,111,
2522004,135,,135,
2522027,99,,99,
2522182,100,,100,
2522318,113,,113,
2522447,85,,85,
2522562,102,,102,
2522562,99,,99,
2522618,108,,108,
2522618,109,,109,
2522651,10,(DVD version),10,DVD version
2522674,84,,84,
2522758,96,,96,
2522948,104,,104,
2522957,118,,118,
2523180,87,,87,
2523180,90,,90,
2523180,84,,84,
2524414,125,,125,
2524549,116,,116,
2524640,131,,131,
2524696,99,,99,
2525819,113,,113,
2525874,116,,116,
2525874,100,,100,
2525874,117,,117,
2525874,91,,91,
2525874,94,,94,
2527825,108,,108,
2528355,102,,102,
2528406,90,,90,
2529538,82,,82,
2529538,94,,94,
2529538,94,,94,
2531186,102,,102,
2531311,117,,117,
2531311, 111,,111,
2531457,103,,103,
2531460,100,,100,
2531460,92,(16-rated version),92,16-rated version
2531488,110,,110,
2531488,111,(TV),111,TV
2531770,98,,98,
2532030,170,,170,
2532030,320,(director's cut),320,director's cut
2532030,167,,167,
2532198,80,,80,
2532198,87,(director's cut),87,director's cut
2532812,80,,80,
2533425,117,,117,
2533451,131,,131,
2533461,57,,57,
2533625,102,,102,
2533625,105,,105,
2533625,103,,103,
2533992,102,,102,
2533992,84,(TV version) (heavily cut),84,TV version heavily cut
2533997,83,,83,
2534991,93,,93,
2536738,73,,73,
2536827,124,,124,
2537109,115,,115,
2537149,86,,86,
2537704,99,,99,
2537710,97,,97,
2537793,103,,103,
